City;Toll [ct];Max_Time [s];Actual_Time [s];Total_Cost [€];Fleet;Total_Weight [kg];Total_Volume [m3];Total_Distance [km]
Paris;0;30;1.121;1568.887;{1: 19};50938.0;509.492;655.614
