City;Toll [ct];Max_Time [s];Actual_Time [s];Total_Cost [€];Fleet;Total_Weight [kg];Total_Volume [m3];Total_Distance [km]
NewYork;1;30;2.427;3430.655;{1: 6, 2: 18};25995.0;265.894;1103.923
