City;Toll [ct];Max_Time [s];Actual_Time [s];Total_Cost [€];Fleet;Total_Weight [kg];Total_Volume [m3];Total_Distance [km]
Paris;0;600;600.044;1564.854;{1: 19};50938.0;509.492;653.931
