City;Toll [ct];Max_Time [s];Actual_Time [s];Total_Cost [€];Fleet;Total_Weight [kg];Total_Volume [m3];Total_Distance [km]
NewYork;0;600;600.062;2409.574;{1: 9, 2: 2};25995.0;265.894;759.861
