City;Toll [ct];Max_Time [s];Actual_Time [s];Total_Cost [€];Fleet;Total_Weight [kg];Total_Volume [m3];Total_Distance [km]
Paris;2;30;0.797;1598.967;{1: 20};50938.0;509.492;666.269
