City;Toll [ct];Max_Time [s];Actual_Time [s];Total_Cost [€];Fleet;Total_Weight [kg];Total_Volume [m3];Total_Distance [km]
NewYork;0;30;3.134;3416.066;{1: 6, 2: 18};25995.0;265.894;1099.476
